fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0100,Corporate Fund,15,City Council,2245,Committee on Committees  Rules and Ethics,300,Commodities and Materials,500,500,500
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0,Personnel Services,102575,102575,105652
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,100,Contractual Services,1000,1000,1000
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,300,Commodities and Materials,500,500,500
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,700,Contingencies,1000,1000,1000
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0,Personnel Services,163483,163483,168387
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,100,Contractual Services,3000,3000,3000
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,700,Contingencies,2000,2000,2000
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0,Personnel Services,310574,310574,319891
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,100,Contractual Services,15300,15300,15300
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,300,Commodities and Materials,74700,74700,74700
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,0,Personnel Services,198164,198164,204109
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,300,Commodities and Materials,8000,8000,8000
LOCAL,0100,Corporate Fund,15,City Council,2286,Committee on Human Relations,0,Personnel Services,92556,92556,95333
LOCAL,0100,Corporate Fund,15,City Council,2286,Committee on Human Relations,300,Commodities and Materials,1000,1000,1000
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0,Personnel Services,503565,503565,508672
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,100,Contractual Services,30000,30000,40000
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,300,Commodities and Materials,5000,5000,5000
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0,Personnel Services,362144,362144,373008
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,300,Commodities and Materials,4000,4000,4000
LOCAL,0300,Vehicle Tax Fund,15,City Council,2230,Committee on Transportation and Public Way,0,Personnel Services,437750,437750,450883
LOCAL,0300,Vehicle Tax Fund,15,City Council,2230,Committee on Transportation and Public Way,9000,Purposes as Specified,16387,16387,16387
LOCAL,0300,Vehicle Tax Fund,15,City Council,2265,Committee on Pedestrian and Traffic Safety,0,Personnel Services,244379,244379,251710
LOCAL,0300,Vehicle Tax Fund,15,City Council,2265,Committee on Pedestrian and Traffic Safety,300,Commodities and Materials,5000,5000,5000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,15,City Council,2155,Committee on Special Events  Cultural Affairs and Recreation,0,Personnel Services,153388,153388,162990
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,15,City Council,2155,Committee on Special Events  Cultural Affairs and Recreation,300,Commodities and Materials,8720,8720,3720
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,5,Salaries and Wages - on Payroll,0,0,1382165
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,15,Schedule Salary Adjustments,0,0,10755
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,135,For Delegate Agencies,0,0,1186281
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,270500
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,169,Technical Meeting Costs,0,0,3400
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,245,Reimbursement to Travelers,0,0,3000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9110,Property Management  Maintenance and Security,0,0,50000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9183,Foreclosure Prevention Program,0,0,482150
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9211,Single-Family Troubled Building Initiative,0,0,75000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9212,Multi-Family Troubled Building Initiative,0,0,175000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9224,Micro Market Recovery Program,0,0,700000
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,5,Salaries and Wages - on Payroll,0,0,1254912
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,15,Schedule Salary Adjustments,0,0,4257
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,39,For the Employment of Students as Trainees,0,0,15000
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,169,Technical Meeting Costs,0,0,4000
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,245,Reimbursement to Travelers,0,0,4000
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,9213,Affordable Housing Density Program,0,0,26246344
LOCAL,0B21,Tax Increment Financing Administration Fund,21,Department of Housing,2010,Department of Housing,5,Salaries and Wages - on Payroll,0,0,209664
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,5,Salaries and Wages - on Payroll,6182950,6182950,6465606
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,15,Schedule Salary Adjustments,30032,30032,23967
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,39,For the Employment of Students as Trainees,100000,100000,100000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,125,Office and Building Services,25000,25000,25000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,130,Postage,45000,45000,45000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,135,For Delegate Agencies,742000,742000,742000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,138,For Professional Services for Information Technology Maintenance,71550,71550,71550
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1487702,1487702,1891178
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,150,Publications and Reproduction - Outside Services to Be Expended with the Prior Approval of Graphics Services,100000,100000,80000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,152,Advertising,169000,169000,189000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,153,Promotions,12000,12000,12000
LOCAL,0100,Corporate Fund,25,City Clerk,2005,City Clerk,130,Postage,46241,46241,50243
LOCAL,0100,Corporate Fund,25,City Clerk,2005,City Clerk,135,For Delegate Agencies,443470,443470,200000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,159,Lease Purchase Agreements for Equipment and Machinery,31524,31524,31524
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,166,Dues  Subscriptions and Memberships,39500,39500,39500
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,172,For the Cost of Insurance Premiums and Expenses,404750,404750,404750
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,181,Mobile Communication Services,11450,11450,11450
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,189,Telephone - Non-Centrex Billings,39800,39800,48600
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,190,Telephone - Non-Centrex Billings,77000,77000,45200
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,191,Telephone - Relocations of Phone Lines,25000,25000,0
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,197,Telephone - Maintenance and Repair of Equipment and Voicemail,14520,14520,5200
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,229,Transportation and Expense Allowance,4500,4500,4500
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,245,Reimbursement to Travelers,6000,6000,6000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,340,Material and Supplies,50000,50000,50000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,350,Stationery and Office Supplies,45000,45000,45000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9188,For Expenses Related to the Operation of Millennium Park,7080707,7080707,8308160
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9219,Implementation of Cultural Plan,1250000,1250000,1250000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9288,For Expenses Related to Programming for Millennium Park,265500,265500,1465500
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9438,For Services Provided by the Department of Fleet and Facilities Management,0,0,10000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9803,For Programming and Marketing,2400741,2400741,2400741
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9805,For Festival Production,7240253,7240253,7240253
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9807,For Redemption Expenses,2500000,2500000,2500000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9813,For Local Promotions and Marketing,853720,853720,853720
LOCAL,0100,Corporate Fund,25,City Clerk,2005,City Clerk,5,Salaries and Wages - on Payroll,2626642,2626642,2791274
