fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation_ordinance
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,9041,PAYMENT SPECIAL ASSESMT,1500
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,9142,X-OFFENDER/RE-ENTRY INI,250000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,10011881
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,12,CONTRACT WAGE-PR,128714
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,15,SCHEDULE SALARY ADJ,1422
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,20,OVERTIME,98775
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,39,STUDENT AS TRAINEES,12000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,130,POSTAGE,396
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,140,PROF & TECHNICAL SERVICES,60000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,149,SOFTWARE MAINT/LICENSING,6000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,154,RENTAL-DATA HARDWARE EQ,4500
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,127750
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,159,LEASE PURCHASE AGREEMNT,30154
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,162,REPAIR/MAINT EQUIPMENT,20104
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,181,MOBILE COMM SERVICES,217000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,188,VEHICLE TRACKING SERVICE,56140
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,189,TELEPHONE NON-CENTREX,700
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,190,TELEPHONE-CENTREX,35300
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,196,DATA CIRCUITS,76000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,197,TELEPHONE-MAINTENANCE,7000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,229,TRAN/EXP ALLOWANCE,43600
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,319,CLOTHING,6200
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,276500
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,350,STATIONERY AND OFFICE SUPPL,15807
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,27000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,362,PAINT/PAINTING SUPPLIES,2499
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,363,STRUCTURE STEEL IRON OT,40000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,203000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,9425414
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE-PR,117301
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,15,SCHEDULE SALARY ADJ,132
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,20,OVERTIME,250000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,130,POSTAGE,250
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,140,PROF & TECHNICAL SERVICES,25000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,152,ADVERTISING,300
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,157,RENTAL EQUIPMENT AND SERVICES,79859
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,159,LEASE PURCHASE AGREEMNT,1423
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,160,REPAIR/MAINT PROPERTY,50000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,162,REPAIR/MAINT EQUIPMENT,17000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,169,TECHNICAL MEETING COSTS,150
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,178,FREIGHT/EXPENSE CHARGES,225
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,185,WASTE DISPOSAL SERV,35365
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,188,VEHICLE TRACKING SERVICE,45540
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,190,TELEPHONE-CENTREX,50000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,197,TELEPHONE-MAINTENANCE,10000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,229,TRAN/EXP ALLOWANCE,11000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,245,REIMBURSEMENT TRAVELERS,400
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,313,CLEANING AND SAN SUPPLY,1000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,319,CLOTHING,4900
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,251000
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPL,2350
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,365,ELECTRICAL SUPPLIES,19500
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,440,MACHINERY AND EQUIPMENT,15325
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,11,CONTRACT WAGE-SALARY,770000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,89284055
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,39,STUDENT AS TRAINEES,298400
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,189775889
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,43,TEXT FILE - EXTRA LONG,1050000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANC,2715232
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKER'S COMPENSATION,31900000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLY INSURANCE CLAIM,9742241
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,CLAIMS MED CARE-ANN/DEP,82139822
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,PREM DENTAL PLAN,11450966
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,70,TUITION REIMBURSEMENT,205000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,95,ALLOW FAMILIES POL/FIRE,200000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,96,TEXT FILE - EXTRA LONG,150000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,138,PROF SERV-IT MAINT,15108388
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,43199270
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,1870000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,157,RENTAL EQUIPMENT AND SERVICES,51384
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,170,SURETY BOND PREMIUMS,50000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,172,INSURANCE PREMIUMS,1604948
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,5777742
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,934,CLAIMS AGAINST THE CITY,100000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,939,TEXT FILE - EXTRA LONG,5000000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,991,MATCHING & SUPP-BUDG DR,4632830
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9011,SUMMER JOBS PROGRAM,5500000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,946787
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9030,AFTER SCHOOL PROGRAMS,3100000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,38023840
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9121,LOBBYIST COSTS,480000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9165,OUTSOURCING-DATA CENTER,1884273
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9168,FOR CHILDREN'S ADVOCACY,900000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9176,WEST NILE VIRUS PROGRAM,425000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9180,WORLD BUSINESS CHICAGO,1000000
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9257,CHICAGO OFFICE OF PUBLIC ENGAGEMENT,740264
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9540,PAYT GEN/OB-CERTIFICATE,2378950
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9635,REIMBUSE-FIRE SALARY-MW,3919792
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9636,REIMBUSE-FIRE BNFIT-MW,1076104
Local,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9638,FOR CORP SUBSIDY OF CPL,10824000
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,5,SALARIES AND WAGES - ON PAYROLL,908807
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,15,SCHEDULE SALARY ADJ,2712
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,130,POSTAGE,683
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,138,PROF SERV-IT MAINT,44580
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,140,PROF & TECHNICAL SERVICES,48236
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,149,SOFTWARE MAINT/LICENSING,350
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,154,RENTAL-DATA HARDWARE EQ,15876
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,155,RENTAL OF PROPERTY,1200
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,157,RENTAL EQUIPMENT AND SERVICES,32217
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,159,LEASE PURCHASE AGREEMNT,5827
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,162,REPAIR/MAINT EQUIPMENT,2424
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,166,DUES  SUBSC & MEM,2688
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,169,TECHNICAL MEETING COSTS,7854
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,181,MOBILE COMM SERVICES,9724
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,189,TELEPHONE NON-CENTREX,42325
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,245,REIMBURSEMENT TRAVELERS,558
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,270,LOCAL TRANSPORTATION,1615
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,320,GASOLINE,2382
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,340,MATERIAL AND SUPPLIES,3800
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,348,BOOKS AND RELATED MTL,1082
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,350,STATIONERY AND OFFICE SUPPL,8248
Local,200,WATER FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,700,CONTINGENCIES,5434
Local,200,WATER FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,OFFICE OF BUDGET & MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,107554
Local,200,WATER FUND,6,DOIT,2005,DOIT,138,PROF SERV-IT MAINT,1166000
Local,200,WATER FUND,6,DOIT,2005,DOIT,139,PROF SERV-IT DEVELOPMENT,1200000
Local,200,WATER FUND,6,DOIT,2005,DOIT,140,PROF & TECHNICAL SERVICES,4001364
Local,200,WATER FUND,6,DOIT,2005,DOIT,149,SOFTWARE MAINT/LICENSING,13300
Local,200,WATER FUND,27,FINANCE,2011,CITY COMPTROLLER,140,PROF & TECHNICAL SERVICES,6552
Local,200,WATER FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,191608
Local,200,WATER FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,15,SCHEDULE SALARY ADJ,5544
Local,200,WATER FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,5,SALARIES AND WAGES - ON PAYROLL,214323
Local,200,WATER FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,15,SCHEDULE SALARY ADJ,2639
Local,200,WATER FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,154,RENTAL-DATA HARDWARE EQ,50000
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,5,SALARIES AND WAGES - ON PAYROLL,2109419
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,15,SCHEDULE SALARY ADJ,7095
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,20,OVERTIME,6000
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,125,OFF AND BUILDING SERV,2000
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,130,POSTAGE,1006709
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,140,PROF & TECHNICAL SERVICES,5653826
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,150,PUBLICATN & REPRODT-OUT,25000
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,157,RENTAL EQUIPMENT AND SERVICES,17200
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,162,REPAIR/MAINT EQUIPMENT,1342
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,179,MESSENGER SERVICES,495
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,340,MATERIAL AND SUPPLIES,3525
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,348,BOOKS AND RELATED MTL,1400
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,350,STATIONERY AND OFFICE SUPPL,30430
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,424,FURNITURE AND FURNISHINGS,8000
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,952,CLAIMS WATER FUND,475000
Local,200,WATER FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,9438,REIMBURSEMENT - 2FM,5000
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,5,SALARIES AND WAGES - ON PAYROLL,1240559
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,15,SCHEDULE SALARY ADJ,1206
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,20,OVERTIME,325
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,39,STUDENT AS TRAINEES,1150
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,130,POSTAGE,3131
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,138,PROF SERV-IT MAINT,15430
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,140,PROF & TECHNICAL SERVICES,49618
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,141,APPRAISALS,1000
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,143,COURT REPORTING,54140
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,145,LEGAL EXPENSES,11735
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,149,SOFTWARE MAINT/LICENSING,567
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,150,PUBLICATN & REPRODT-OUT,435
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,154,RENTAL-DATA HARDWARE EQ,6072
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,157,RENTAL EQUIPMENT AND SERVICES,541
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,162,REPAIR/MAINT EQUIPMENT,212
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,166,DUES  SUBSC & MEM,12241
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,169,TECHNICAL MEETING COSTS,2654
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,178,FREIGHT/EXPENSE CHARGES,771
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,181,MOBILE COMM SERVICES,2484
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,190,TELEPHONE-CENTREX,7038
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,197,TELEPHONE-MAINTENANCE,1518
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,245,REIMBURSEMENT TRAVELERS,4860
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,270,LOCAL TRANSPORTATION,2377
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,348,BOOKS AND RELATED MTL,1230
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,350,STATIONERY AND OFFICE SUPPL,7181
Local,200,WATER FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,9438,REIMBURSEMENT - 2FM,2763
Local,200,WATER FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,192435
Local,200,WATER FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,15,SCHEDULE SALARY ADJ,1771
Local,200,WATER FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,130,POSTAGE,176
Local,200,WATER FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,140,PROF & TECHNICAL SERVICES,10000
Local,200,WATER FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,270,LOCAL TRANSPORTATION,500
Local,200,WATER FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,350,STATIONERY AND OFFICE SUPPL,260
Local,200,WATER FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,5,SALARIES AND WAGES - ON PAYROLL,202956
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,125,OFF AND BUILDING SERV,106300
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SAN SUPPLY,4000
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROF & TECHNICAL SERVICES,125000
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,386559
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,2345000
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,400000
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,12873033
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,13036579
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,3950076
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE-PR,57731
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJ,3163
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,85000
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,160,REPAIR/MAINT PROPERTY,70000
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,176,MAINTN & OPERTN-CY VEHL,215000
Local,200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,1400000
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,5,SALARIES AND WAGES - ON PAYROLL,1998566
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,12,CONTRACT WAGE-PR,21425
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,15,SCHEDULE SALARY ADJ,263
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,159,LEASE PURCHASE AGREEMNT,6134
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,162,REPAIR/MAINT EQUIPMENT,7119
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,181,MOBILE COMM SERVICES,20000
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,229,TRAN/EXP ALLOWANCE,20000
Local,200,WATER FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,350,STATIONERY AND OFFICE SUPPL,3008
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,2388816
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE-PR,4273
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJ,11755
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,20,OVERTIME,3000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,39,STUDENT AS TRAINEES,70000
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,130,POSTAGE,112000
